gene.name	log2fc	fdr	padj
179  F11	-0.562996037	3.816051729	0.062933517
179  F11	-0.618445401	0	0.681455754
179  F3	-0.86465927	0	0.059643219
179  F3	-0.83353043	0	0.000910461
179  F8	0.456386377	19.34209838	0.766829469
179  F8	0.436603144	17.9176155	3.45198E-08
179  F9	0.464937026	25.89549918	1
179  F9	0.492800339	25.7454413	1
179  G1	0.04530093	76.42253646	0.468139451
179  G1	0.079253368	73.59446591	0.880043021
179  G10	-0.238223092	50.45367142	1
179  G10	-0.216631182	53.91449616	0.339386917
179  G11	0.082101774	72.02832837	0.602647454
179  G11	0.108303643	68.63797538	0.244263075
179  G7	0.287711281	35.55664671	0.278604812
179  G7	0.278440568	36.46060103	1
179  G9	-0.017654183	77.10625287	0.610563285
179  G9	-0.169358083	60.12704816	0.589568575
179  H4	0.08479714	73.49689426	0.488191522
179  H4	0.088972752	75.30637439	0.864633486
180  D4	-0.243223383	51.04414737	0.744538763
180  D4	-0.259118402	48.66045855	1
180  E2	0.258759543	39.43717823	1
180  E2	0.322689896	33.10732265	0.004117971
181  D5	-1.344203971	0	0.814186015
181  D5	-1.32745367	0	0.008255045
182  G9	-1.652390917	0.111379759	0.500992001
182  G9	-1.584911013	0.103946328	0.849283128
182  H6	-2.195252771	0.063376477	0.630498962
182  H6	-2.16993651	0.075890436	1
183  A1	0.042899229	77.61813679	0.992477773
183  A1	0.046255848	77.27768959	0.169686465
183  A12	-0.096921337	71.33804552	0.324708492
183  A12	-0.103171564	71.42988365	0.795827661
183  C5	-0.014944762	78.10190058	1
183  C5	0.002561799	78.47374093	0.112366406
183  D3	0.821919508	2.126620206	0.852054289
183  D3	0.609367198	5.503873905	0.477192668
183  D4	-0.133519584	70.73478004	0.050198014
183  D4	-0.047055609	76.64914604	0.000239647
183  E1	-0.154135918	63.6454704	1
183  E1	-0.31184467	33.05100586	1
183  E10	0.088868166	74.20831273	0.383699931
183  E10	0.08673364	75.42483524	0.987798215
183  E11	-0.389933908	16.47595901	0.450757095
183  E11	-0.383170987	16.96826799	0.761601843
183  E4	0.027492781	78.14213261	0.965170678
183  E4	0.068402033	75.08726068	0.720246901
183  F4	0.020281701	77.88296557	0.292592116
183  F4	0.07875059	75.0952399	0.34393323
183  F9	0.384885868	16.50397879	0.753484866
183  F9	0.370019901	20.24405143	0.222914212
183  G10	0.260994906	40.27945712	0.934818798
183  G10	0.233852943	45.59560749	0.732673896
183  G11	-0.238922674	46.11621844	0.707695776
183  G11	-0.183497406	59.75534853	0.171477715
183  G12	-0.010732584	78.28593978	0.510900154
183  G12	-0.043321584	76.88683817	0.744298372
183  G2	-0.606251314	0.995550366	1
183  G2	-0.700459223	0	0.462190889
183  H11	0.295921706	45.79091255	0.677967603
183  H11	0.190441016	57.15378443	1
183  H12	0.35091327	25.08275184	0.925531782
183  H12	0.389208234	22.08608002	0.850319626
183  H7	-0.295744386	35.63424813	0.862134458
183  H7	-0.414089415	16.80533721	0.940344605
183  H8	0.088526079	74.22429812	0.332121341
183  H8	0.150318157	68.31111143	0.30115379
183  H9	0.565502793	3.744235036	0.940662596
183  H9	0.588145481	0.830142761	0.623980789
184  B12	0.091965049	76.54180057	0.820585636
184  B12	0.053930518	77.01084817	0.230501961
185  B10	-0.086550651	72.59553372	0.380059911
185  B10	-0.089639977	73.53771139	0.983722521
185  B2	-0.103247724	69.72582932	0.456585992
185  B2	-0.010758324	78.34882227	0.167651601
185  E5	-0.247678621	46.97448086	1
185  E5	-0.258192588	42.83665758	0.913844978
185  E7	-0.081460547	74.19550265	0.786829337
185  E7	-0.086798374	74.24134185	0.787490286
185  F2	0.282530061	52.959087	0.382601249
185  F2	0.271668784	52.23950331	0.105458283
185  F3	0.312342967	27.92067106	0.891117761
185  F3	0.287259511	33.86543453	0.41544772
185  F5	-0.384607539	20.71085424	0.704290778
185  F5	-0.182166111	55.5713561	0.9394584
185  F9	0.971263574	0	1
185  F9	0.995929942	0	1
185  G2	0.13047196	63.93165562	0.84515975
185  G2	0.160833744	60.6309996	0.927228988
185  G7	-0.203973852	57.14122352	1
185  G7	-0.196054427	58.32959539	1
185  H4	0.394191084	15.10805478	0.642616566
185  H4	0.433137256	10.7912125	0.410366277
186  A5	0.442948647	15.96410531	0.914009155
186  A5	0.466976096	29.37964087	0.960769122
186  A6	-0.782460217	0	0.82974341
186  A6	-0.717889857	0	0.842245693
186  A9	0.156321158	66.81493908	0.034909738
186  A9	0.185728322	62.12946053	0.249533485
186  B11	0.225541827	47.07960215	0.423692829
186  B11	0.167108626	67.19051097	1
186  B4	2.469489483	0.090282333	0.914001375
186  B4	2.467636307	0.104238588	0.169686465
186  C6	-0.064900009	75.43770413	0.737388066
186  C6	-0.043366321	76.50965595	0.837457948
186  D4	0.143927156	67.97318802	0.875177821
186  D4	0.112843998	70.44525093	0.44728279
186  D5	0.477254556	5.641176256	1
186  D5	0.494423126	4.733851481	0.121900492
186  E4	-0.527911053	4.689532706	0.688503039
186  E4	-0.507224342	8.343971818	0.724692578
186  E6	0.436475754	9.03512033	0.509717477
186  E6	0.443469758	9.272798023	0.968828877
186  E8	-0.020530393	77.82588405	0.149972042
186  E8	-0.005249524	78.48428787	1
186  F3	-0.089053614	74.51268398	0.512599349
186  F3	-0.062209566	75.61388407	1
186  F4	-0.809759516	0	0.007984021
186  F4	-0.812871769	0	0.001012276
186  G1	0.150599671	67.02530789	1
186  G1	0.354147695	59.5640999	0.39811805
186  G10	-0.495420535	5.439922541	0.922947325
186  G10	-0.504603312	4.297409841	1
186  G6	0.380516402	14.8565827	0.00429121
186  G6	0.340730744	24.28465806	0.447208599
186  H12	-0.647966756	1.126092006	0.59159755
186  H12	-0.645021501	0.94832767	0.821435843
186  H2	-0.18976845	59.48254701	0.149972042
186  H2	-0.177323124	61.31596597	0.738079282
186  H3	-1.273542064	0	1
186  H3	-1.286270646	0	0.256815212
186  H8	-1.091783214	0	0.845781704
186  H8	-1.005196793	0	0.798477787
187  D3	0.237120886	49.55046922	0.99096892
187  D3	0.236299215	51.24787629	1
187  E9	-1.299133387	0	0.000193572
187  E9	-1.341152797	0	0.555345993
189  E1	0.501679769	9.452321511	0.315268835
189  E1	0.509279403	8.709861607	0.208478749
25  A12	-0.02005727	77.23601253	0.736301384
25  A12	-0.315235063	43.47115666	1
25  A6	0.036872818	76.17008209	0.833412285
25  A6	0.032782481	76.7903848	0.585598314
25  B12	-0.110274862	73.05418945	0.529026468
25  B12	-0.049298466	77.88841352	0.798962423
25  B6	0.155850837	69.10558733	1
25  B6	0.185134751	64.99003865	0.09677229
25  C3	-0.871564098	0	0.801895104
25  C3	-0.844310074	0	0.529277926
25  D1	-0.425322805	19.62525922	0.437248427
25  D1	-0.416682375	20.63535857	0.574707496
25  D12	0.583794846	5.675381684	1
25  D12	0.680625217	0	0.79599441
25  D3	0.109745679	69.37256264	1
25  D3	0.217854597	57.64755097	0.856606657
25  F11	-0.222622222	54.40178746	0.223182408
25  F11	-0.187617615	60.50439378	0.643027535
25  F3	0.626314455	4.460802687	0.508860287
25  F3	0.673506432	2.510873928	0.976992587
25  F7	0.010969017	73.80707528	0.424468218
25  F7	0.013644908	75.99472366	0.94739138
25  G1	-0.368608943	26.54971469	0.641368396
25  G1	-0.204536746	54.11955674	0.644368461
30  A6	-0.027365782	78.02703269	1
30  A6	-0.074120057	75.85820615	1
30  B12	0.022967694	78.06650044	0.492255685
30  B12	0.053764349	77.06260435	0.044136491
30  C12	0.054011725	77.68645326	0.985450596
30  C12	0.03177973	76.91039945	0.446854701
30  C2	-0.357287608	32.13909359	0.944876369
30  C2	-0.342885628	35.07450848	0.568510445
30  C4	-0.132514564	53.41314104	0.767003947
30  C4	-0.051648992	75.2007036	0.983691383
30  D1	-0.149480581	65.67502592	0.922928558
30  D1	-0.081311707	74.74135124	1
30  D12	0.02550462	77.95817414	1
30  D12	0.094749809	72.07692522	1
30  D3	-0.246362921	43.01492301	0.822342901
30  D3	-0.158699008	57.70435751	1
30  D6	-0.168007252	61.13106902	1
30  D6	-0.101650463	70.87711878	1
30  E1	-0.308497949	37.4917772	0.23964464
30  E1	-0.256848042	47.56217643	0.39625709
30  E10	-0.59186519	5.822521448	1
30  E10	-0.564740498	7.932669155	0.040700508
30  E3	-0.138411559	63.84099987	0.869223872
30  E3	-0.114067793	67.37173441	0.914001375
30  F2	0.100327606	72.63867147	0.140686486
30  F2	0.108385125	73.53598453	0.976937573
30  F3	-0.551714039	9.63516333	0.972037443
30  F3	-0.561377734	7.64865958	1
30  F4	0.487390364	5.017240834	0.406759036
30  F4	0.524451162	2.279721329	0.931429157
30  F6	0.223839736	45.87207935	1
30  F6	0.245824569	42.3303056	0.171477715
30  F9	0.110755235	71.97332661	0.94209327
30  F9	0.146361157	65.21363188	0.961175664
30  G12	#VALUE!		0.879431062
30  G12	-0.121609956	60.01284781	0.773066394
30  G5	0.767354011	0	1
30  G5	0.700185631	1.571107249	0.254744207
30  G6	-0.00546672	78.39377252	0.672545687
30  G6	0.036591674	78.3842966	0.579951676
30  H10	-0.212420654	51.69176833	1
30  H10	-0.244316925	45.82777448	0.165554439
45  A12	-0.30968533	39.57056284	1
45  A12	-0.19379445	57.65382831	0.203519851
45  B7	0.331864778	47.94013315	1
45  B7	0.49034113	48.79072019	0.917707888
45  B8	-0.419455599	15.53457183	0.869540461
45  B8	-0.367935865	23.89892581	1
45  C3	-1.050902005	0	0.343962256
45  C3	-1.026179197	0	0.041887676
45  C6	-0.151310734	63.63636673	1
45  C6	-0.196881038	56.43322238	1
45  C9	-0.13822418	66.96817753	0.794216856
45  C9	-0.051558968	76.5881626	0.180871399
45  D10	0.35171914	37.92467115	0.038131012
45  D10	0.431897693	25.37285498	0.041182374
45  D11	-0.640260775	1.275031831	0.934818798
45  D11	-0.66836792	0	0.935997045
45  D12	-0.374674848	26.75939675	0.347213124
45  D12	-0.420962353	20.33009845	0.292984572
45  D3	-0.825885486	0	0.6913669
45  D3	-0.796355907	0	0.753308809
45  E5	-0.02408086	75.93607915	0.968828877
45  E5	-0.050373464	76.93526968	0.066506469
45  F7	-0.151316373	62.0147453	0.478197189
45  F7	-0.178432924	57.89876305	0.531537955
45  G10	-0.343695729	30.75794511	0.953700867
45  G10	-0.303975966	37.66327134	0.249682948
45  G5	0.178383798	76.06956886	0.865264795
45  G5	0.263025608	70.78662357	0.97024347
45  G6	0.557249857	15.99363378	1
45  G6	0.545648622	20.23236894	1
45  G7	-0.647253818	0.564974392	0.339238717
45  G7	-0.579747454	4.011603366	1
45  H4	0.127406821	72.49449345	0.054052931
45  H4	0.086448166	76.39813797	0.541116885
45  H8	0.082364872	75.36964354	0.095361922
45  H8	0.088501084	72.79875596	1
45  H9	1.367516264	0	1
45  H9	1.395974088	3.793767278	0.471041106
46  B6	-0.482714419	17.86153784	0.70383598
46  B6	-0.481520463	18.25942829	0.518444033
47  A11	-0.09117543	73.40037981	0.930310759
47  A11	-0.115920349	70.11254192	1
47  A12	0.143574083	71.25257524	1
47  A12	0.176674169	70.49099502	1
47  B10	0.142760683	66.96752318	0.8651081
47  B10	0.153018689	61.78198373	0.343248979
47  B2	0.53396857	3.651073474	1
47  B2	0.700239987	2.718086283	0.389076346
47  B6	0.56411002	21.20512853	1
47  B6	0.600308456	16.41929218	0.248282407
47  C10	0.051229018	76.68258906	0.754736378
47  C10	0.021805105	77.99353147	0.297385093
47  C12	0.281354107	42.94816922	0.95576448
47  C12	0.338002265	36.65485083	0.383699931
47  C6	0.345829514	21.30071356	0.3320327
47  C6	0.355667307	21.87649273	0.113488532
47  D2	0.284846591	43.35108394	0.369791342
47  D2	0.358022934	36.28272703	0.11649227
47  D6	0.372443807	41.77895202	0.105595451
47  D6	0.425711342	38.24507156	0.074968947
47  D8	0.277169529	40.53693745	0.489476557
47  D8	0.252947961	46.57180769	0.988287242
47  E8	-0.192582124	60.31765907	0.89744469
47  E8	-0.133616767	69.82888508	1
47  F12	0.566193194	1.246896911	0.325366782
47  F12	0.573260901	1.812497121	0.038902163
47  F9	0.303924831	28.44565515	0.95426988
47  F9	0.390882847	18.14188902	1
47  G3	-0.237983943	47.23449051	0.548768545
47  G3	-0.247216458	46.48129201	0.751797853
47  G4	-0.173011441	63.95625455	1
47  G4	-0.103860798	73.54830964	1
47  G8	-0.124964414	69.5605709	1
47  G8	-0.083000052	74.71112349	1
47  G9	-0.644626377	0	0.176907742
47  G9	-0.604695308	1.163129815	1
47  H4	0.202502933	51.06121715	0.00105474
47  H4	0.16662149	57.96799417	0.990370127
50  A6	-0.032683991	76.73318942	0.910929331
50  A6	-0.014488002	77.72364959	0.630498962
50  A9	-0.255488841	49.51486588	0.931429157
50  A9	-0.228301697	54.68445057	0.549353614
50  B6	-0.269797975	42.54936916	0.572579957
50  B6	-0.028442967	74.24739981	0.401944349
50  B8	0.154533853	67.24472605	0.14925128
50  B8	0.096365713	74.01067927	0.719502428
50  C11	0.573970557	11.76701925	0.004117971
50  C11	0.603741318	9.384154979	0.528448291
50  C3	0.491388608	21.51252154	1
50  C3	0.364677761	33.80033848	0.003380867
50  C4	0.848633168	42.89585487	5.80353E-06
50  C4	0.449459699	32.98170622	0.926033784
50  C6	0.04104033	77.80280453	0.818297275
50  C6	0.040847106	77.13543964	0.7151297
50  D2	0.291764639	45.61404787	0.247749362
50  D2	0.338395274	32.82282701	0.957783477
50  D5	0.068358711	78.26181825	0.941355927
50  D5	0.053563217	78.4402708	0.893279423
50  D7	0.055399868	76.44785208	0.818297275
50  D7	0.072105183	74.90170895	0.4802746
50  E1	0.040052434	77.53368695	0.506026842
50  E1	0.038597862	77.64616026	1
50  E5	-0.235845426	46.90114794	1
50  E5	-0.189889473	55.42239434	0.065114424
50  E6	0.097752347	73.38406246	1
50  E6	0.080290028	75.41636892	0.753610941
50  F2	-0.125296532	70.71573651	0.015107936
50  F2	-0.057888182	76.92833938	0.593595266
50  F7	0.185366485	56.92968631	1
50  F7	0.278565911	38.60041037	1
50  G10	-0.11149855	63.04235454	0.905706343
50  G10	-0.091587409	63.67017365	0.495513382
50  G12	0.108850496	76.762387	0.973110657
50  G12	0.210755701	60.29710446	0.080966521
50  G6	-0.409144105	17.62266152	0.762617919
50  G6	-0.445245297	13.64808801	0.39811805
50  G9	-0.08976734	74.05686933	0.93901536
50  G9	0.048360919	77.07902367	0.792768157
50  H11	-0.218351507	50.72900512	1
50  H11	-0.273392317	41.43546482	0.372126838
50  H7	-0.374087466	20.16100571	0.000731397
50  H7	-0.297927864	33.92627269	0.430356635
51  A10	-0.046953397	75.56559799	0.00373556
51  A10	-0.093885852	71.78048389	1
51  A11	0.19932827	65.19458781	0.26115534
51  A11	0.268018154	51.47479903	0.564523447
51  A12	-0.622240288	1.109165692	0.023797487
51  A12	-0.589849005	3.834551807	0.944320107
51  A5	-0.13207217	68.96631858	0.509912475
51  A5	0.152241526	73.71525915	0.354835927
51  A6	0.291735735	39.59716915	0.784166272
51  A6	0.224088421	50.0771103	0.511511476
51  A7	-0.282249376	40.13533673	0.123178299
51  A7	-0.342783282	29.11421273	1
51  B2	-0.158770334	64.36562208	0.000460474
51  B2	-0.079846748	74.97143045	0.531288095
51  C11	0.020623703	78.50591226	0.198187008
51  C11	-0.009937136	78.18078558	0.049907371
51  C4	0.021200677	77.71989215	0.372655162
51  C4	-0.048108832	76.99975668	0.242230335
51  C6	0.346315263	25.34617604	0.836997939
51  C6	0.324306141	24.4370881	1.43666E-18
51  D1	0.229253425	60.37449147	0.032894208
51  D1	0.250953948	57.39336336	0.506682319
51  D3	0.373940567	31.24402015	0.16190282
51  D3	0.354644071	34.60161556	0.704960361
51  D6	-1.094922869	0	0.760798612
51  D6	-1.070292722	0	0.711563478
51  D7	0.008292513	78.27745362	0.219567767
51  D7	0.014017744	78.10367942	0.606926695
51  E1	-0.265528009	44.78233212	0.255018829
51  E1	-0.2993076	39.17031248	0.849347719
51  E10	0.221291573	45.19378198	0.953178765
51  E10	0.235996622	40.81553594	0.927044914
51  E2	0.191656579	57.45827711	0.819741686
51  E2	0.175448231	60.02078794	0.849533559
51  E4	0.014781096	77.88302651	0.905028621
51  E4	0.050750411	75.43155717	0.165151493
51  E8	-0.079896633	75.66748795	0.097110705
51  E8	-0.073837507	76.45774731	0.876717021
51  F1	0.01570602	77.84965758	0.512037564
51  F1	0.134485909	78.33733575	0.506682319
51  G3	0.148615701	61.54432971	0.410366277
51  G3	0.102671688	68.90148669	1
51  G4	-0.07999464	71.06771753	0.30317187
51  G4	-0.184601391	58.07364689	0.015357475
51  G7	0.279076636	36.28098919	1
51  G7	0.283991471	38.19609711	0.428507878
51  H12	-0.710285821	0	0.611195463
51  H12	-0.722349939	0	0.988174068
51  H2	0.145273038	72.37889017	1
51  H2	0.147271711	69.99916195	0.936697435
51  H5	-0.075017138	71.60327389	0.871199169
51  H5	-0.054385749	73.00885078	0.89017887
52  A12	-0.150330755	64.23906763	0.167732357
52  A12	-0.22885141	51.7091246	0.352996808
52  A2	0.238144991	50.96865853	0.587156686
52  A2	0.265067771	46.22049028	0.647405543
52  A7	0.10576492	72.78065232	0.190568602
52  A7	0.082264689	74.87270879	0.195707024
52  B6	-0.144938128	63.41492449	0.670249681
52  B6	-0.123308754	67.80891538	1
52  C2	0.002834473	78.08166795	0.996493163
52  C2	-0.049064139	75.65898055	1
52  C7	-0.544395128	5.856901154	0.672796792
52  C7	-0.608478687	3.289336454	0.776547692
52  D1	0.456871556	21.09646829	0.000888152
52  D1	0.480874432	20.37046202	0.994923628
52  D11	0.210186251	53.26257842	1
52  D11	0.352507652	38.43774435	0.026632437
52  D9	0.200408611	68.87368133	0.153311591
52  D9	0.233359551	66.44042725	0.934676366
52  F10	0.259058258	46.23461528	0.700282562
52  F10	0.183057431	60.1575516	1
52  F11	-0.637703559	1.882809954	0.530319896
52  F11	-0.553076723	6.821133891	0.544234526
52  F3	-0.134779972	65.25391677	0.121900492
52  F3	-0.177462779	58.86265582	0.581403926
52  F7	-0.02221014	77.60305969	1
52  F7	0.050337318	78.47907324	0.569480996
52  F8	0.068724611	74.67920897	0.051913162
52  F8	0.10312135	71.50513266	0.366632397
52  G5	-0.588634999	3.363333016	0.29882289
52  G5	-0.550560233	5.717406814	0.180230923
52  H1	0.150233808	72.78779811	0.862376623
52  H1	0.143287545	71.88226345	0.89012502
52  H12	0.579420919	2.095865815	1
52  H12	0.651441269	0	0.872316356
52  H2	-0.375116448	23.26565066	0.889634405
52  H2	-0.400040366	20.06834967	0.231580614
52  H9	-0.05783718	76.8583429	0.455762977
52  H9	-0.003008873	78.50591801	1
53  A10	0.055184012	75.84771759	0.060475022
53  A10	-0.012060786	78.49327198	0.337838357
53  A12	-0.338564142	32.76622787	0.013956864
53  A12	-0.406686373	21.96898698	0.580397451
53  B10	0.04102705	78.3428131	0.490833564
53  B10	0.085679828	75.31835464	0.003235863
53  B12	-0.494307068	6.774397124	0.994078646
53  B12	-0.45649271	12.23262271	0.073499668
53  B3	-0.741571286	0	0.750507825
53  B3	-0.78606158	0	1
53  B8	0.049991735	76.98239397	0.683902974
53  B8	0.116066065	72.549808	0.245552849
53  D1	0.353252756	50.11121041	0.975776731
53  D1	0.317923155	52.89405489	0.90348587
53  D2	0.183591439	74.59060001	0.740189477
53  D2	0.222938516	77.33995157	0.564731782
53  E2	0.346105632	30.27874803	1
53  E2	0.285442919	36.0426073	0.227184473
53  E7	0.227119474	50.81411349	0.418360612
53  E7	0.235584192	49.00634949	0.470452072
53  G10	-0.285464373	38.1328496	1
53  G10	-0.310737892	33.71583451	0.088177367
53  G11	-0.080803124	71.94745885	0.553637941
53  G11	-0.133831144	65.33419675	0.558385823
53  G6	-0.74309463	0	0.862649496
53  G6	-0.813498611	0	0.929256511
53  G9	-0.018731732	78.47541967	1
53  G9	0.002626473	78.38116567	0.736027907
53  H2	0.08960596	73.70458283	1
53  H2	0.066510122	75.94236905	0.671989661
53  H6	0.044121467	78.22328499	1
53  H6	0.086642151	76.68576532	0.822744356
53  H7	0.168027291	58.35008153	0.759336103
53  H7	0.175876919	58.92999214	1
54  A10	0.290648593	35.67731679	1
54  A10	0.303987826	35.46128805	0.991628675
54  A10	0.150035567	62.05329079	0.723118365
54  A10	0.177090079	58.64444632	0.710315309
54  A12	0.288123419	44.16898056	1
54  A12	0.204997393	58.72634947	0.737388066
54  A12	0.598542008	59.37977751	0.965170678
54  A12	0.460434226	65.06049207	0.759336103
54  A3	-0.265307687	45.2716578	0.862040771
54  A3	-0.299474356	39.78707911	0.091584169
54  A3	-0.113619874	62.50620373	0.250666164
54  A3	0.212556675	77.52423972	1
54  A4	-0.046943835	75.54240651	1
54  A4	-0.013151989	78.11008668	1
54  A4	0.57863762	44.51029244	0.585895204
54  A4	0.233974327	74.17614057	0.433669603
54  A5	0.354740106	17.50786361	1
54  A5	0.326550882	21.80481244	0.766485257
54  A5	0.284412887	42.25128753	1
54  A5	0.396368069	15.12402139	0.935731932
54  A8	-0.152515804	63.49855159	0.050054063
54  A8	-0.144533513	64.51038639	0.753515864
54  A8	-0.10378422	72.70445152	0.366558131
54  A8	-0.078268274	74.36171077	0.695499285
54  A9	0.14806622	66.06920268	0.066735715
54  A9	0.189677073	55.88884047	0.156657074
54  A9	-0.112191831	71.6663119	0.501457248
54  A9	0.043937094	76.29464739	1
54  B5	0.166524052	61.82756923	0.001246501
54  B5	0.171992119	63.99175449	0.834984238
54  B5	0.113957436	75.20076671	0.902665166
54  B5	0.124959751	75.09033594	0.49259704
54  B8	0.400156501	23.22153992	0.921554346
54  B8	0.414794797	21.48356913	0.200633918
54  B8	0.297615203	25.83222156	0.744903865
54  B8	0.28848473	25.66170719	1
54  C3	0.112118827	76.53959521	0.966755572
54  C3	-0.044487937	77.21995126	0.50153625
54  C3	0.273815	51.08224415	0.562184983
54  C3	0.323973004	37.94720162	0.853276064
54  C4	-0.37467382	27.45167906	1
54  C4	-0.327396534	33.1638217	0.004086123
54  C4	-0.246989757	47.50334811	0.694222076
54  C4	-0.289753217	40.67769856	0.855700756
54  C8	0.073219452	77.30835601	1
54  C8	0.105258366	74.76977916	0.834197951
54  C8	-0.00448953	78.39207889	0.000992259
54  C8	0.088276364	74.4547677	1
54  D11	-0.301670299	40.47483449	1
54  D11	-0.239617863	49.00327377	0.939170898
54  D11	-0.231287386	47.10773416	1
54  D11	-0.289896174	37.87879687	0.268201092
54  D3	0.069547097	77.25570966	0.752609391
54  D3	0.076013595	75.27683294	1
54  D3	-0.152798887	64.01138545	0.591316231
54  D3	-0.10658851	69.5752863	1
54  D4	0.094020358	72.66897435	0.106174368
54  D4	0.118401713	69.28175144	1
54  D4	0.024881139	78.48794992	0.150938664
54  D4	0.019140594	78.49423691	0.645587205
54  D6	0.527963638	7.212383762	0.07714779
54  D6	0.431372264	17.98238859	1
54  D6	0.383823291	19.23793176	0.520988143
54  D6	0.247601	35.46205252	0.91071758
54  E1	0.102939699	68.14996182	0.602797806
54  E1	0.144403292	62.7248908	0.95542783
54  E1	0.116376968	69.73402921	0.523416211
54  E1	0.165398554	61.80345548	1
54  E10	-0.161269074	62.58707744	0.911879837
54  E10	-0.113767032	69.46951033	0.520449863
54  E10	-0.259588813	44.87413632	1
54  E10	-0.229477212	51.12141795	0.737388066
54  E5	-0.014006408	78.50608211	0.453963518
54  E5	-0.021309142	78.45811483	0.257340623
54  E5	-0.088936961	75.31523038	0.204945469
54  E5	-0.013687665	78.49374618	0.775398645
54  E6	0.185406179	68.95725903	1
54  E6	0.070530297	77.89673962	1
54  E6	0.095167505	74.45090699	1
54  E6	0.116011182	70.92179068	0.351814443
54  F1	0.507891609	1.515290994	1
54  F1	0.51350527	3.835642144	0.944213442
54  F1	0.370924106	30.11324082	0.009206424
54  F1	0.39972602	28.17641172	1
54  F11	-0.371118753	32.74076825	0.658538803
54  F11	-0.353138204	33.88430926	0.147293821
54  F11	-0.358909435	30.72256493	0.909884772
54  F11	-0.382161973	26.20035109	0.497486659
54  F12	0.216705524	50.67746478	0.630498962
54  F12	0.295784467	37.85688024	0.630498962
54  F12	0.218734084	46.62952049	0.89412363
54  F12	0.270657636	43.25183569	0.833412285
54  F5	0.188851056	58.89137543	0.822689211
54  F5	0.203919019	55.92256549	0.881066082
54  F5	0.118717934	67.51106536	0.782207793
54  F5	0.068340919	73.39836592	0.175919999
54  G10	0.401769905	21.6476894	0.639511754
54  G10	0.413555778	16.40977388	0.389418826
54  G10	0.419603145	45.01663061	1
54  G10	0.302782081	49.96220326	0.361748521
54  G5	-0.009387603	78.12613261	0.332121341
54  G5	-0.057545187	76.6299726	1
54  G5	0.013543267	78.49282235	0.416631816
54  G5	0.044779643	77.37892764	0.806657697
54  G7	-0.181419447	60.8563227	1
54  G7	-0.193032733	58.46110544	0.815479727
54  G7	-0.137635652	67.52322241	0.234289963
54  G7	-0.075369712	74.51095566	0.879807638
54  G9	-0.1081368	70.19947619	0.973910413
54  G9	-0.078523631	73.43950992	0.189993748
54  G9	-0.166274408	64.05243218	0.961227371
54  G9	-0.2134616	55.85174284	1
54  H10	0.03388921	78.02157487	0.692391639
54  H10	0.069754791	76.92307833	0.796032245
54  H10	0.02262583	78.40529425	0.830104756
54  H10	0.029745684	78.16833652	0.296554453
54  H11	0.301053953	38.39351357	0.485661515
54  H11	0.414350512	31.20926219	1
54  H11	0.349623969	50.76818415	0.387006666
54  H11	0.248439288	59.4585985	0.4339207
54  H3	-0.322772905	35.46219905	1
54  H3	-0.281281399	42.06640252	0.315400283
54  H3	-0.407851119	19.59589171	0.003365993
54  H3	-0.39822474	21.25252124	1
55  A10	-0.06076232	76.52520989	0.365765915
55  A10	-0.047966433	77.26442424	0.078938499
55  A3	-2.324832215	0.039925218	0.160983398
55  A3	-2.311184601	0.06030032	0.680766814
55  B11	0.526523829	3.32397952	0.49312013
55  B11	0.55930126	2.654226789	0.379903045
55  B8	0.157103285	62.81672542	1
55  B8	0.157961919	63.55781645	0.909898798
55  C11	-0.185393185	59.1924849	0.256906082
55  C11	-0.178152837	62.57635193	0.486166828
55  C2	-0.316636619	35.46020123	0.339935304
55  C2	-0.272486133	44.67851863	0.93396916
55  C7	-0.359094352	26.60457787	0.475839088
55  C7	-0.348830693	29.22953768	1
55  C9	-0.186625033	58.47348716	0.964232233
55  C9	-0.241654318	49.95985759	0.772033915
55  D10	-0.286035461	39.18834508	0.562266805
55  D10	-0.246464184	49.26452916	0.107813965
55  D4	0.135043711	67.52234286	0.510900357
55  D4	0.114824266	69.44152165	0.158305649
55  D5	0.149686616	66.10763945	0.435793795
55  D5	0.142788003	64.86936393	0.413417649
55  D8	0.469225297	5.081516092	0.876641124
55  D8	0.445712969	11.02298991	0.653438494
55  D9	0.414517737	15.21362709	0.187940424
55  D9	0.364642126	22.30207652	0.515403111
55  E10	0.754538198	0	0.776547692
55  E10	0.794646224	0	0.28687921
55  E3	0.07872336	77.10132071	0.449680566
55  E3	0.111346017	78.50528301	0.947391472
55  E4	0.098632014	75.31974282	0.001285508
55  E4	0.110223625	77.80349298	0.152957858
55  E6	-0.173716372	59.90129285	0.396236963
55  E6	-0.138503344	66.42207178	0.733560704
55  F3	0.674578231	0	0.776547692
55  F3	0.758604367	0	1
55  F5	0.255458366	41.88579053	0.830946668
55  F5	0.269044508	37.54833377	0.410662793
55  F8	0.610677082	0	1
55  F8	0.612035343	0	1
55  G5	0.028903818	77.63982727	0.792204353
55  G5	-0.087454596	73.24197682	0.558002911
55  G9	-0.615866087	0.014103272	0.505511181
55  G9	-0.735688397	0	0.055584874
55  H11	0.110908347	73.53261219	0.573297736
55  H11	0.11545938	72.46362933	0.449680566
57  A5	-0.296012279	40.1554029	1
57  A5	-0.332905862	28.11081628	0.330107687
57  B3	-0.054603821	73.40125533	0.643027535
